"Distribution x_1","Distribution x_2","DGP","Model","Effect Size Scenario","Transition","Model Type","Coefficient (true)","Coefficient (mean)","Coefficient (lower)","Coefficient (upper)","Bias (mean)","Bias (lower)","Bias (upper)","Coverage (mean)","Coverage (lower)","Coverage (upper)"
"Bernoulli(0.5)","N(0,1)","MTS DGP","MTS PAM","Small","Progression Interaction","$x_1$-only Model",0,0.0002396,-0.1504225,0.1466875,0.0002396,-0.1504225,0.1466875,0.96,0.938897390611755,0.975398687914455
"Bernoulli(0.5)","N(0,1)","MTS DGP","MTS PAM","Small","Progression Interaction","Full Model",0,0.0007146,-0.148545,0.1718825,0.0007146,-0.148545,0.1718825,0.95,0.927072378349521,0.96738481985067
"Bernoulli(0.5)","N(0,1)","MTS DGP","MTS PAM",NA,"Onset","$x_1$-only Model",1,0.622371333333333,0.39287,0.81232,-0.144295333333333,-0.3134525,0.0271525,0.31,0.28665264892191,0.334093606009252
"Bernoulli(0.5)","N(0,1)","MTS DGP","MTS PAM",NA,"Onset","Full Model",1,0.767740866666667,0.4336475,1.0629625,0.00107419999999999,-0.0852050000000001,0.09051,0.952666666666667,0.94066751261291,0.962850164173248
"Bernoulli(0.5)","N(0,1)","MTS DGP","MTS PAM",NA,"Progression","$x_1$-only Model",1,0.4967326,0.330985,0.655,-0.269934066666667,-0.523,0.0082149999999999,0.237333333333333,0.216000855432717,0.259699112514934
"Bernoulli(0.5)","N(0,1)","MTS DGP","MTS PAM",NA,"Progression","Full Model",1,0.765336733333333,0.419295,1.0907225,-0.00132993333333335,-0.1207825,0.1159925,0.950666666666667,0.938459790982175,0.961067242535929
"Bernoulli(0.5)","N(0,1)","MTS DGP","MTS PAM",NA,"Progression Interaction","$x_1$-only Model",0,-0.125638266666667,-0.3077475,0.0634324999999996,-0.125638266666667,-0.3077475,0.0634324999999996,0.568666666666667,0.543156016985858,0.593907942771936
"Bernoulli(0.5)","N(0,1)","MTS DGP","MTS PAM",NA,"Progression Interaction","Full Model",0,-0.00240526666666667,-0.1512975,0.1464675,-0.00240526666666667,-0.1512975,0.1464675,0.953333333333333,0.9414045594734,0.963443309946381
"Bernoulli(0.5)","N(0,1)","MTS DGP","STSS PAM","Large","Onset","$x_1$-only Model",0.6,0.5362024,0.4552,0.6216925,-0.0637976,-0.1448,0.0216925,0.704,0.661863752921144,0.743704359384596
"Bernoulli(0.5)","N(0,1)","MTS DGP","STSS PAM","Large","Onset","Full Model",0.6,0.5993404,0.51288,0.681505,-0.000659599999999977,-0.08712,0.081505,0.96,0.938897390611755,0.975398687914455
"Bernoulli(0.5)","N(0,1)","MTS DGP","STSS PAM","Large","Progression","$x_1$-only Model",0.6,0.479774,0.3240975,0.6222575,-0.120226,-0.2759025,0.0222575,0.642,0.598235884409411,0.684073847928081
"Bernoulli(0.5)","N(0,1)","MTS DGP","STSS PAM","Large","Progression","Full Model",0.6,0.601118,0.454165,0.7363175,0.00111800000000002,-0.145835,0.1363175,0.952,0.92941920374267,0.969006831206495
"Bernoulli(0.5)","N(0,1)","MTS DGP","STSS PAM","Large","Progression Interaction","$x_1$-only Model",0,-0.0564296,-0.2336775,0.1113225,-0.0564296,-0.2336775,0.1113225,0.902,0.87251145731411,0.92661741439226
"Bernoulli(0.5)","N(0,1)","MTS DGP","STSS PAM","Large","Progression Interaction","Full Model",0,0.0017796,-0.18451,0.17467,0.0017796,-0.18451,0.17467,0.942,0.917761779106165,0.960816131202812
"Bernoulli(0.5)","N(0,1)","MTS DGP","STSS PAM","Medium","Onset","$x_1$-only Model",0.4,0.377334,0.2849875,0.47071,-0.022666,-0.1150125,0.0707099999999999,0.928,0.901712562663143,0.949065666874867
"Bernoulli(0.5)","N(0,1)","MTS DGP","STSS PAM","Medium","Onset","Full Model",0.4,0.3982808,0.314355,0.497535,-0.00171920000000002,-0.085645,0.0975349999999999,0.952,0.92941920374267,0.969006831206495
"Bernoulli(0.5)","N(0,1)","MTS DGP","STSS PAM","Medium","Progression","$x_1$-only Model",0.4,0.3504354,0.225805,0.4606725,-0.0495646,-0.174195,0.0606725,0.882,0.850439603684273,0.908948322827213
"Bernoulli(0.5)","N(0,1)","MTS DGP","STSS PAM","Medium","Progression","Full Model",0.4,0.4019556,0.2803425,0.5291825,0.00195559999999998,-0.1196575,0.1291825,0.948,0.924733628969378,0.965754301917232
"Bernoulli(0.5)","N(0,1)","MTS DGP","STSS PAM","Medium","Progression Interaction","$x_1$-only Model",0,-0.0269022,-0.1942275,0.1124775,-0.0269022,-0.1942275,0.1124775,0.938,0.913147402520899,0.957488938703615
"Bernoulli(0.5)","N(0,1)","MTS DGP","STSS PAM","Medium","Progression Interaction","Full Model",0,0.0036732,-0.163605,0.1544775,0.0036732,-0.163605,0.1544775,0.944,0.92007869939564,0.962469555524978
"Bernoulli(0.5)","N(0,1)","MTS DGP","STSS PAM","Small","Onset","$x_1$-only Model",0.2,0.1999786,0.1068375,0.2852025,-2.1400000000011e-05,-0.0931625,0.0852025,0.954,0.931774572118762,0.970619824607597
"Bernoulli(0.5)","N(0,1)","MTS DGP","STSS PAM","Small","Onset","Full Model",0.2,0.1996876,0.1026325,0.2947025,-0.000312400000000011,-0.0973675,0.0947025,0.938,0.913147402520899,0.957488938703615
"Bernoulli(0.5)","N(0,1)","MTS DGP","STSS PAM","Small","Progression","$x_1$-only Model",0.2,0.1938508,0.0639825,0.3231475,-0.00614920000000001,-0.1360175,0.1231475,0.952,0.92941920374267,0.969006831206495
"Bernoulli(0.5)","N(0,1)","MTS DGP","STSS PAM","Small","Progression","Full Model",0.2,0.1994746,0.0661375,0.3279625,-0.000525400000000011,-0.1338625,0.1279625,0.95,0.927072378349521,0.96738481985067
"Bernoulli(0.5)","N(0,1)","MTS DGP","STSS PAM","Small","Progression Interaction","$x_1$-only Model",0,-0.0061296,-0.17409,0.1531,-0.0061296,-0.17409,0.1531,0.946,0.922402531505063,0.964115740278066
"Bernoulli(0.5)","N(0,1)","MTS DGP","STSS PAM","Small","Progression Interaction","Full Model",0,-0.0002108,-0.1684975,0.1624525,-0.0002108,-0.1684975,0.1624525,0.942,0.917761779106165,0.960816131202812
"Bernoulli(0.5)","N(0,1)","MTS DGP","STSS PAM",NA,"Onset","$x_1$-only Model",1,0.620997066666667,0.39179,0.8098575,-0.1456696,-0.3127875,0.0259349999999998,0.313333333333333,0.289910945104052,0.337488845238427
"Bernoulli(0.5)","N(0,1)","MTS DGP","STSS PAM",NA,"Onset","Full Model",1,0.767355466666667,0.43579,1.0643575,0.000688799999999985,-0.07972,0.093905,0.953333333333333,0.9414045594734,0.963443309946381
"Bernoulli(0.5)","N(0,1)","MTS DGP","STSS PAM",NA,"Progression","$x_1$-only Model",1,0.490898266666667,0.3242425,0.651305,-0.2757684,-0.5342625,-0.00748500000000006,0.225333333333333,0.204410904400241,0.247336660836211
"Bernoulli(0.5)","N(0,1)","MTS DGP","STSS PAM",NA,"Progression","Full Model",1,0.764524933333333,0.4077875,1.0963725,-0.00214173333333335,-0.12792,0.120505,0.944666666666667,0.931865005616502,0.955689586393507
"Bernoulli(0.5)","N(0,1)","MTS DGP","STSS PAM",NA,"Progression Interaction","$x_1$-only Model",0,-0.130098866666667,-0.3071775,0.0547199999999999,-0.130098866666667,-0.3071775,0.0547199999999999,0.557333333333333,0.531772190441079,0.582669573493131
"Bernoulli(0.5)","N(0,1)","MTS DGP","STSS PAM",NA,"Progression Interaction","Full Model",0,-0.00283266666666667,-0.1542075,0.1475825,-0.00283266666666667,-0.1542075,0.1475825,0.946,0.933327052683642,0.956888141478602
"Bernoulli(0.5)","N(0,1)","STSS DGP","MTS PAM","Large","Onset","$x_1$-only Model",0.6,0.5381182,0.4481425,0.6245825,-0.0618818,-0.1518575,0.0245825,0.712,0.670134856869257,0.751337252748153
"Bernoulli(0.5)","N(0,1)","STSS DGP","MTS PAM","Large","Onset","Full Model",0.6,0.6032892,0.5226475,0.6836975,0.00328920000000002,-0.0773525,0.0836975,0.968,0.948553231708354,0.98160081467636
"Bernoulli(0.5)","N(0,1)","STSS DGP","MTS PAM","Large","Progression","$x_1$-only Model",0.6,0.5400888,0.3247175,0.7484825,-0.0599112,-0.2752825,0.1484825,0.886,0.854831533401039,0.91250509712003
"Bernoulli(0.5)","N(0,1)","STSS DGP","MTS PAM","Large","Progression","Full Model",0.6,0.6391848,0.43357,0.8351125,0.0391848,-0.16643,0.2351125,0.952,0.92941920374267,0.969006831206495
"Bernoulli(0.5)","N(0,1)","STSS DGP","MTS PAM","Large","Progression Interaction","$x_1$-only Model",0,0.0019692,-0.2331475,0.2467575,0.0019692,-0.2331475,0.2467575,0.936,0.910849372449137,0.955815789053287
"Bernoulli(0.5)","N(0,1)","STSS DGP","MTS PAM","Large","Progression Interaction","Full Model",0,0.0358958,-0.1855625,0.237975,0.0358958,-0.1855625,0.237975,0.956,0.934138999676405,0.972223232714428
"Bernoulli(0.5)","N(0,1)","STSS DGP","MTS PAM","Medium","Onset","$x_1$-only Model",0.4,0.3808932,0.2967325,0.4703525,-0.0191068,-0.1032675,0.0703525,0.936,0.910849372449137,0.955815789053287
"Bernoulli(0.5)","N(0,1)","STSS DGP","MTS PAM","Medium","Onset","Full Model",0.4,0.4030758,0.3060925,0.4934625,0.00307579999999998,-0.0939075,0.0934625,0.944,0.92007869939564,0.962469555524978
"Bernoulli(0.5)","N(0,1)","STSS DGP","MTS PAM","Medium","Progression","$x_1$-only Model",0.4,0.3948684,0.2121925,0.5957875,-0.00513160000000002,-0.1878075,0.1957875,0.89,0.859234155226856,0.916050944593145
"Bernoulli(0.5)","N(0,1)","STSS DGP","MTS PAM","Medium","Progression","Full Model",0.4,0.4252196,0.23819,0.59966,0.0252196,-0.16181,0.19966,0.894,0.863647973514209,0.919585339579863
"Bernoulli(0.5)","N(0,1)","STSS DGP","MTS PAM","Medium","Progression Interaction","$x_1$-only Model",0,0.0139768,-0.18801,0.240347499999999,0.0139768,-0.18801,0.240347499999999,0.916,0.888151698754588,0.938790941391652
"Bernoulli(0.5)","N(0,1)","STSS DGP","MTS PAM","Medium","Progression Interaction","Full Model",0,0.0221474,-0.1804175,0.2182575,0.0221474,-0.1804175,0.2182575,0.926,0.89944112525353,0.947364891451005
"Bernoulli(0.5)","N(0,1)","STSS DGP","MTS PAM","Small","Onset","$x_1$-only Model",0.2,0.1963666,0.100925,0.2916925,-0.00363340000000001,-0.099075,0.0916924999999999,0.948,0.924733628969378,0.965754301917232
"Bernoulli(0.5)","N(0,1)","STSS DGP","MTS PAM","Small","Onset","Full Model",0.2,0.2013818,0.0987225,0.2886975,0.00138179999999999,-0.1012775,0.0886975,0.948,0.924733628969378,0.965754301917232
"Bernoulli(0.5)","N(0,1)","STSS DGP","MTS PAM","Small","Progression","$x_1$-only Model",0.2,0.2050146,0.00624250000000001,0.41711,0.00501459999999999,-0.1937575,0.21711,0.916,0.888151698754588,0.938790941391652
"Bernoulli(0.5)","N(0,1)","STSS DGP","MTS PAM","Small","Progression","Full Model",0.2,0.2120954,0.00911000000000001,0.4092625,0.0120954,-0.19089,0.2092625,0.924,0.897174417885006,0.945659218756088
"Bernoulli(0.5)","N(0,1)","STSS DGP","MTS PAM","Small","Progression Interaction","$x_1$-only Model",0,0.00865,-0.220345,0.2525825,0.00865,-0.220345,0.2525825,0.92,0.892654535643648,0.942233880071166
"Bernoulli(0.5)","N(0,1)","STSS DGP","MTS PAM","Small","Progression Interaction","Full Model",0,0.0107154,-0.2205275,0.222025,0.0107154,-0.2205275,0.222025,0.928,0.901712562663143,0.949065666874867
"Bernoulli(0.5)","N(0,1)","STSS DGP","MTS PAM",NA,"Onset","$x_1$-only Model",1,0.622128133333333,0.3896275,0.814325,-0.144538533333333,-0.315415,0.0308674999999999,0.315333333333333,0.29186659901426,0.339525313730834
"Bernoulli(0.5)","N(0,1)","STSS DGP","MTS PAM",NA,"Onset","Full Model",1,0.760681933333333,0.430195,1.057805,-0.00598473333333335,-0.0910525,0.0852949999999994,0.951333333333333,0.939195139439147,0.961662119030306
"Bernoulli(0.5)","N(0,1)","STSS DGP","MTS PAM",NA,"Progression","$x_1$-only Model",1,0.5641302,0.33059,0.774435,-0.202536466666667,-0.4860625,0.0870124999999996,0.356,0.331737572666706,0.380827658367629
"Bernoulli(0.5)","N(0,1)","STSS DGP","MTS PAM",NA,"Progression","Full Model",1,0.8207528,0.40396,1.2042525,0.0540861333333333,-0.1205575,0.22751,0.866,0.847710117582439,0.882843017032098
"Bernoulli(0.5)","N(0,1)","STSS DGP","MTS PAM",NA,"Progression Interaction","$x_1$-only Model",0,-0.0579962,-0.2624725,0.16044,-0.0579962,-0.2624725,0.16044,0.834666666666667,0.814883197784418,0.853129821311351
"Bernoulli(0.5)","N(0,1)","STSS DGP","MTS PAM",NA,"Progression Interaction","Full Model",0,0.0600700666666667,-0.1372975,0.2575675,0.0600700666666667,-0.1372975,0.2575675,0.873333333333333,0.855435163828656,0.889754774917946
"Bernoulli(0.5)","N(0,1)","STSS DGP","STSS PAM","Large","Onset","$x_1$-only Model",0.6,0.535909,0.4499275,0.6214975,-0.064091,-0.1500725,0.0214975,0.688,0.645365073161317,0.728394800568974
"Bernoulli(0.5)","N(0,1)","STSS DGP","STSS PAM","Large","Onset","Full Model",0.6,0.5983202,0.50966,0.68989,-0.00167979999999998,-0.09034,0.0898899999999999,0.946,0.922402531505063,0.964115740278066
"Bernoulli(0.5)","N(0,1)","STSS DGP","STSS PAM","Large","Progression","$x_1$-only Model",0.6,0.509721,0.29897,0.73122,-0.090279,-0.30103,0.13122,0.858,0.824289005033745,0.887402697142255
"Bernoulli(0.5)","N(0,1)","STSS DGP","STSS PAM","Large","Progression","Full Model",0.6,0.6017422,0.4024975,0.79363,0.00174220000000002,-0.1975025,0.19363,0.958,0.936513059467081,0.973816423223853
"Bernoulli(0.5)","N(0,1)","STSS DGP","STSS PAM","Large","Progression Interaction","$x_1$-only Model",0,-0.0261824,-0.2444575,0.2122675,-0.0261824,-0.2444575,0.2122675,0.94,0.9154514462924,0.959155818237223
"Bernoulli(0.5)","N(0,1)","STSS DGP","STSS PAM","Large","Progression Interaction","Full Model",0,0.0034214,-0.2041675,0.2174225,0.0034214,-0.2041675,0.2174225,0.96,0.938897390611755,0.975398687914455
"Bernoulli(0.5)","N(0,1)","STSS DGP","STSS PAM","Medium","Onset","$x_1$-only Model",0.4,0.38277,0.291895,0.4702025,-0.01723,-0.108105,0.0702024999999999,0.936,0.910849372449137,0.955815789053287
"Bernoulli(0.5)","N(0,1)","STSS DGP","STSS PAM","Medium","Onset","Full Model",0.4,0.4024042,0.306055,0.4928275,0.00240419999999998,-0.093945,0.0928274999999999,0.948,0.924733628969378,0.965754301917232
"Bernoulli(0.5)","N(0,1)","STSS DGP","STSS PAM","Medium","Progression","$x_1$-only Model",0.4,0.3605964,0.2131925,0.5145325,-0.0394036,-0.1868075,0.1145325,0.94,0.9154514462924,0.959155818237223
"Bernoulli(0.5)","N(0,1)","STSS DGP","STSS PAM","Medium","Progression","Full Model",0.4,0.3949662,0.2339925,0.555835,-0.00503380000000002,-0.1660075,0.155835,0.954,0.931774572118762,0.970619824607597
"Bernoulli(0.5)","N(0,1)","STSS DGP","STSS PAM","Medium","Progression Interaction","$x_1$-only Model",0,-0.0221714,-0.2087475,0.1672375,-0.0221714,-0.2087475,0.1672375,0.942,0.917761779106165,0.960816131202812
"Bernoulli(0.5)","N(0,1)","STSS DGP","STSS PAM","Medium","Progression Interaction","Full Model",0,-0.007438,-0.17951,0.17682,-0.007438,-0.17951,0.17682,0.964,0.943699823798209,0.978527143413907
"Bernoulli(0.5)","N(0,1)","STSS DGP","STSS PAM","Small","Onset","$x_1$-only Model",0.2,0.1946894,0.1003875,0.2819,-0.00531060000000001,-0.0996125,0.0819,0.954,0.931774572118762,0.970619824607597
"Bernoulli(0.5)","N(0,1)","STSS DGP","STSS PAM","Small","Onset","Full Model",0.2,0.2003056,0.10345,0.286515,0.000305599999999989,-0.09655,0.086515,0.954,0.931774572118762,0.970619824607597
"Bernoulli(0.5)","N(0,1)","STSS DGP","STSS PAM","Small","Progression","$x_1$-only Model",0.2,0.1972256,0.027225,0.379365,-0.00277440000000001,-0.172775,0.179365,0.954,0.931774572118762,0.970619824607597
"Bernoulli(0.5)","N(0,1)","STSS DGP","STSS PAM","Small","Progression","Full Model",0.2,0.2001306,0.00212250000000001,0.3828625,0.000130599999999989,-0.1978775,0.1828625,0.944,0.92007869939564,0.962469555524978
"Bernoulli(0.5)","N(0,1)","STSS DGP","STSS PAM","Small","Progression Interaction","$x_1$-only Model",0,0.0025348,-0.21296,0.2001075,0.0025348,-0.21296,0.2001075,0.954,0.931774572118762,0.970619824607597
"Bernoulli(0.5)","N(0,1)","STSS DGP","STSS PAM","Small","Progression Interaction","Full Model",0,-0.0001742,-0.2074575,0.209105,-0.0001742,-0.2074575,0.209105,0.944,0.92007869939564,0.962469555524978
"Bernoulli(0.5)","N(0,1)","STSS DGP","STSS PAM",NA,"Onset","$x_1$-only Model",1,0.624373733333333,0.39959,0.8217575,-0.142292933333333,-0.3100975,0.037905,0.322,0.298389070663012,0.346309922781339
"Bernoulli(0.5)","N(0,1)","STSS DGP","STSS PAM",NA,"Onset","Full Model",1,0.767151266666667,0.4380425,1.0664025,0.000484599999999985,-0.08724,0.0865199999999998,0.95,0.937724987127211,0.960471811370594
"Bernoulli(0.5)","N(0,1)","STSS DGP","STSS PAM",NA,"Progression","$x_1$-only Model",1,0.527427666666667,0.313625,0.7295525,-0.239239,-0.5055625,0.0461449999999998,0.298,0.274934629883799,0.321858918661336
"Bernoulli(0.5)","N(0,1)","STSS DGP","STSS PAM",NA,"Progression","Full Model",1,0.763739866666667,0.38266,1.11452,-0.00292680000000001,-0.1579125,0.148905,0.955333333333333,0.943619282333513,0.965219094106409
"Bernoulli(0.5)","N(0,1)","STSS DGP","STSS PAM",NA,"Progression Interaction","$x_1$-only Model",0,-0.0969468666666667,-0.290125,0.10274,-0.0969468666666667,-0.290125,0.10274,0.766666666666667,0.744419022682137,0.787865151529718
"Bernoulli(0.5)","N(0,1)","STSS DGP","STSS PAM",NA,"Progression Interaction","Full Model",0,-0.00341053333333333,-0.1879575,0.1670575,-0.00341053333333333,-0.1879575,0.1670575,0.956,0.944358759098829,0.965809761272288
"N(0,1)","Bernoulli(0.5)","MTS DGP","MTS PAM","Large","Onset","$x_1$-only Model",0.6,0.581456,0.5359,0.62511,-0.018544,-0.0640999999999999,0.02511,0.868,0.83514568815577,0.896420181029309
"N(0,1)","Bernoulli(0.5)","MTS DGP","MTS PAM","Large","Onset","Full Model",0.6,0.59961,0.55719,0.6444125,-0.000389999999999977,-0.0428099999999999,0.0444124999999999,0.958,0.936513059467081,0.973816423223853
"N(0,1)","Bernoulli(0.5)","MTS DGP","MTS PAM","Large","Progression","$x_1$-only Model",0.6,0.561362,0.4860275,0.643905,-0.038638,-0.1139725,0.043905,0.8,0.762208169720093,0.834199874156167
"N(0,1)","Bernoulli(0.5)","MTS DGP","MTS PAM","Large","Progression","Full Model",0.6,0.6004678,0.5279375,0.6742675,0.000467800000000024,-0.0720625,0.0742675,0.958,0.936513059467081,0.973816423223853
"N(0,1)","Bernoulli(0.5)","MTS DGP","MTS PAM","Large","Progression Interaction","$x_1$-only Model",0,-0.0200952,-0.11212,0.073935,-0.0200952,-0.11212,0.073935,0.916,0.888151698754588,0.938790941391652
"N(0,1)","Bernoulli(0.5)","MTS DGP","MTS PAM","Large","Progression Interaction","Full Model",0,0.0008602,-0.093535,0.0863174999999999,0.0008602,-0.093535,0.0863174999999999,0.948,0.924733628969378,0.965754301917232
"N(0,1)","Bernoulli(0.5)","MTS DGP","MTS PAM","Medium","Onset","$x_1$-only Model",0.4,0.3962592,0.351795,0.447215,-0.00374080000000002,-0.048205,0.047215,0.942,0.917761779106165,0.960816131202812
"N(0,1)","Bernoulli(0.5)","MTS DGP","MTS PAM","Medium","Onset","Full Model",0.4,0.3985468,0.35349,0.4405575,-0.00145320000000002,-0.04651,0.0405575,0.956,0.934138999676405,0.972223232714428
"N(0,1)","Bernoulli(0.5)","MTS DGP","MTS PAM","Medium","Progression","$x_1$-only Model",0.4,0.3865008,0.31435,0.45044,-0.0134992,-0.08565,0.0504399999999999,0.914,0.885906330653944,0.937063233433813
"N(0,1)","Bernoulli(0.5)","MTS DGP","MTS PAM","Medium","Progression","Full Model",0.4,0.399859,0.3399325,0.468115,-0.000141000000000022,-0.0600675,0.068115,0.952,0.92941920374267,0.969006831206495
"N(0,1)","Bernoulli(0.5)","MTS DGP","MTS PAM","Medium","Progression Interaction","$x_1$-only Model",0,-0.0097574,-0.0903775,0.0719725,-0.0097574,-0.0903775,0.0719725,0.932,0.906270353192629,0.952451753367345
"N(0,1)","Bernoulli(0.5)","MTS DGP","MTS PAM","Medium","Progression Interaction","Full Model",0,0.001314,-0.076705,0.081255,0.001314,-0.076705,0.081255,0.948,0.924733628969378,0.965754301917232
"N(0,1)","Bernoulli(0.5)","MTS DGP","MTS PAM","Small","Onset","$x_1$-only Model",0.2,0.2000276,0.154875,0.2467525,2.75999999999895e-05,-0.045125,0.0467525,0.956,0.934138999676405,0.972223232714428
"N(0,1)","Bernoulli(0.5)","MTS DGP","MTS PAM","Small","Onset","Full Model",0.2,0.1999398,0.1542425,0.24992,-6.02000000000111e-05,-0.0457575,0.04992,0.946,0.922402531505063,0.964115740278066
"N(0,1)","Bernoulli(0.5)","MTS DGP","MTS PAM","Small","Progression","$x_1$-only Model",0.2,0.199574,0.135975,0.264505,-0.000426000000000011,-0.064025,0.064505,0.96,0.938897390611755,0.975398687914455
"N(0,1)","Bernoulli(0.5)","MTS DGP","MTS PAM","Small","Progression","Full Model",0.2,0.201146,0.1290275,0.265415,0.00114599999999999,-0.0709725,0.065415,0.942,0.917761779106165,0.960816131202812
"N(0,1)","Bernoulli(0.5)","MTS DGP","MTS PAM","Small","Progression Interaction","$x_1$-only Model",0,-0.0004554,-0.0838875,0.081115,-0.0004554,-0.0838875,0.081115,0.946,0.922402531505063,0.964115740278066
"N(0,1)","Bernoulli(0.5)","MTS DGP","MTS PAM","Small","Progression Interaction","Full Model",0,0.001203,-0.079605,0.0841024999999999,0.001203,-0.079605,0.0841024999999999,0.95,0.927072378349521,0.96738481985067
"N(0,1)","Bernoulli(0.5)","MTS DGP","MTS PAM",NA,"Onset","$x_1$-only Model",1,0.715125533333333,0.4556475,0.9415525,-0.0515411333333333,-0.1285875,0.023,0.480666666666667,0.455108163017681,0.506301002053953
"N(0,1)","Bernoulli(0.5)","MTS DGP","MTS PAM",NA,"Onset","Full Model",1,0.766598333333333,0.465095,1.034425,-6.83333333333476e-05,-0.0492525,0.049005,0.942666666666667,0.929675393679292,0.95388823859675
"N(0,1)","Bernoulli(0.5)","MTS DGP","MTS PAM",NA,"Progression","$x_1$-only Model",1,0.657701066666667,0.4327,0.868155,-0.1089656,-0.24432,0.025,0.311333333333333,0.287955797753012,0.335451871049981
"N(0,1)","Bernoulli(0.5)","MTS DGP","MTS PAM",NA,"Progression","Full Model",1,0.762869133333333,0.4523325,1.0511625,-0.00379753333333335,-0.069605,0.0634524999999999,0.955333333333333,0.943619282333513,0.965219094106409
"N(0,1)","Bernoulli(0.5)","MTS DGP","MTS PAM",NA,"Progression Interaction","$x_1$-only Model",0,-0.0574242666666667,-0.1577975,0.0459575,-0.0574242666666667,-0.1577975,0.0459575,0.660666666666667,0.636075610871835,0.684626945941474
"N(0,1)","Bernoulli(0.5)","MTS DGP","MTS PAM",NA,"Progression Interaction","Full Model",0,-0.00372746666666667,-0.08891,0.0786575,-0.00372746666666667,-0.08891,0.0786575,0.950666666666667,0.938459790982175,0.961067242535929
"N(0,1)","Bernoulli(0.5)","MTS DGP","STSS PAM","Large","Onset","$x_1$-only Model",0.6,0.5801232,0.5306475,0.625405,-0.0198768,-0.0693525,0.025405,0.86,0.82645614350629,0.889210465735934
"N(0,1)","Bernoulli(0.5)","MTS DGP","STSS PAM","Large","Onset","Full Model",0.6,0.5992758,0.556095,0.6454675,-0.000724199999999979,-0.0439049999999999,0.0454675,0.954,0.931774572118762,0.970619824607597
"N(0,1)","Bernoulli(0.5)","MTS DGP","STSS PAM","Large","Progression","$x_1$-only Model",0.6,0.5606338,0.4860275,0.637915,-0.0393662,-0.1139725,0.037915,0.818,0.781331527489295,0.850856098275897
"N(0,1)","Bernoulli(0.5)","MTS DGP","STSS PAM","Large","Progression","Full Model",0.6,0.6007996,0.5245375,0.6768725,0.000799600000000023,-0.0754625,0.0768725,0.952,0.92941920374267,0.969006831206495
"N(0,1)","Bernoulli(0.5)","MTS DGP","STSS PAM","Large","Progression Interaction","$x_1$-only Model",0,-0.0194888,-0.11543,0.0725925,-0.0194888,-0.11543,0.0725925,0.93,0.903988908407367,0.950761355279621
"N(0,1)","Bernoulli(0.5)","MTS DGP","STSS PAM","Large","Progression Interaction","Full Model",0,0.0015204,-0.07673,0.0938274999999999,0.0015204,-0.07673,0.0938274999999999,0.962,0.941292709536771,0.976969229193752
"N(0,1)","Bernoulli(0.5)","MTS DGP","STSS PAM","Medium","Onset","$x_1$-only Model",0.4,0.3931994,0.3445325,0.4438525,-0.00680060000000002,-0.0554675,0.0438525,0.922,0.894912273569934,0.94394882622444
"N(0,1)","Bernoulli(0.5)","MTS DGP","STSS PAM","Medium","Onset","Full Model",0.4,0.3998876,0.353285,0.4472,-0.000112400000000022,-0.046715,0.0472,0.948,0.924733628969378,0.965754301917232
"N(0,1)","Bernoulli(0.5)","MTS DGP","STSS PAM","Medium","Progression","$x_1$-only Model",0.4,0.3888138,0.32849,0.4523725,-0.0111862,-0.07151,0.0523725,0.92,0.892654535643648,0.942233880071166
"N(0,1)","Bernoulli(0.5)","MTS DGP","STSS PAM","Medium","Progression","Full Model",0.4,0.3989914,0.3393025,0.4631025,-0.00100860000000002,-0.0606975,0.0631025,0.954,0.931774572118762,0.970619824607597
"N(0,1)","Bernoulli(0.5)","MTS DGP","STSS PAM","Medium","Progression Interaction","$x_1$-only Model",0,-0.0043888,-0.088365,0.0784374999999999,-0.0043888,-0.088365,0.0784374999999999,0.934,0.908557101389134,0.954136642889412
"N(0,1)","Bernoulli(0.5)","MTS DGP","STSS PAM","Medium","Progression Interaction","Full Model",0,-0.0008984,-0.0720925,0.0774775,-0.0008984,-0.0720925,0.0774775,0.96,0.938897390611755,0.975398687914455
"N(0,1)","Bernoulli(0.5)","MTS DGP","STSS PAM","Small","Onset","$x_1$-only Model",0.2,0.196598,0.150695,0.24484,-0.00340200000000001,-0.049305,0.04484,0.946,0.922402531505063,0.964115740278066
"N(0,1)","Bernoulli(0.5)","MTS DGP","STSS PAM","Small","Onset","Full Model",0.2,0.201991,0.1525375,0.25162,0.00199099999999999,-0.0474625,0.05162,0.934,0.908557101389134,0.954136642889412
"N(0,1)","Bernoulli(0.5)","MTS DGP","STSS PAM","Small","Progression","$x_1$-only Model",0.2,0.2007274,0.1339175,0.2650575,0.000727399999999989,-0.0660825,0.0650575,0.956,0.934138999676405,0.972223232714428
"N(0,1)","Bernoulli(0.5)","MTS DGP","STSS PAM","Small","Progression","Full Model",0.2,0.201435,0.1297125,0.2624575,0.00143499999999999,-0.0702875,0.0624575,0.952,0.92941920374267,0.969006831206495
"N(0,1)","Bernoulli(0.5)","MTS DGP","STSS PAM","Small","Progression Interaction","$x_1$-only Model",0,0.0041254,-0.0739775,0.08573,0.0041254,-0.0739775,0.08573,0.95,0.927072378349521,0.96738481985067
"N(0,1)","Bernoulli(0.5)","MTS DGP","STSS PAM","Small","Progression Interaction","Full Model",0,-0.0005588,-0.08186,0.0785625,-0.0005588,-0.08186,0.0785625,0.952,0.92941920374267,0.969006831206495
